α1,p1,q1,c1_1,c2_1,diff
0.9011,1.9984818554245567,1.7558958400376588,1.4999987513998112,1.2485994874893745e-6,1.4999975028003236
0.9012,1.9984903207602667,1.755891052549799,1.4999987584132424,1.2415865244727767e-6,1.499997516826718
0.9013,1.998498746639934,1.7558862594936,1.4999987653931521,1.2346068152029635e-6,1.499997530786337
0.9014,1.9985071332127702,1.7558814608217972,1.4999987723394859,1.2276602287316622e-6,1.499997544679257
0.9015,1.9985154806208825,1.7558766564880162,1.4999987792538647,1.2207466345587245e-6,1.49999755850723
0.9016,1.998523789020588,1.755871846443832,1.499998786134236,1.2138659025707864e-6,1.4999975722683336
0.9017,1.998532058553995,1.7558670306426933,1.4999987929820067,1.2070179031201265e-6,1.4999975859641035
0.9018,1.9985402893632098,1.7558622090379576,1.499998799798479,1.200202506983073e-6,1.499997599595972
0.9019,1.998548481611656,1.7558573815799476,1.499998806579497,1.1934195853002603e-6,1.4999976131599115
0.902,1.998556635420125,1.7558525482247842,1.4999988133315003,1.1866690097517116e-6,1.4999976266624906
0.9021,1.9985647509520392,1.7558477089226072,1.4999988200501222,1.1799506523207765e-6,1.49999764009947
0.9022,1.9985728283495061,1.7558428636264112,1.4999988267362394,1.1732643854689157e-6,1.499997653471854
0.9023,1.998580867754633,1.7558380122890962,1.4999988333906242,1.1666100820756237e-6,1.4999976667805421
0.9024,1.9985888693166323,1.7558331548624897,1.4999988400121604,1.1599876154182606e-6,1.499997680024545
0.9025,1.9985968331705055,1.7558282913002876,1.4999988466031935,1.153396859227996e-6,1.4999976932063344
0.9026,1.9986047594654655,1.7558234215541306,1.499998853162396,1.1468376876125173e-6,1.4999977063247083
0.9027,1.9986126483436193,1.7558185455765483,1.4999988596901208,1.140309975111874e-6,1.4999977193801457
0.9028,1.9986204999470734,1.7558136633199721,1.4999988661866157,1.13381359667821e-6,1.499997732373019
0.9029,1.9986283144179358,1.7558087747367424,1.4999988726520241,1.127348427674613e-6,1.4999977453035964
0.903,1.9986360918983137,1.7558038797791027,1.4999988790863859,1.1209143438739059e-6,1.499997758172042
0.9031,1.9986438325374185,1.7557989783982204,1.4999988854878532,1.1145112214392791e-6,1.4999977709766317
0.9032,1.9986515364560424,1.75579407054909,1.4999988918616067,1.1081389370142462e-6,1.4999977837226697
0.9033,1.9986592038176076,1.7557891561807253,1.4999988982020263,1.1017973675392231e-6,1.4999977964046587
0.9034,1.998666834742906,1.7557842352479276,1.4999989045140867,1.09548639046846e-6,1.4999978090276962
0.9035,1.998674429388255,1.7557793077004966,1.499998910793743,1.089205883569853e-6,1.4999978215878595
0.9036,1.9986819878815512,1.755774373492058,1.4999989170439811,1.082955725085756e-6,1.499997834088256
0.9037,1.9986895103649016,1.7557694325741773,1.4999989232641175,1.0767357936241342e-6,1.499997846528324
